"Title","Features.Handheld?","Features.Max Players","Features.Multiplatform?","Features.Online?","Metadata.Genres","Metadata.Licensed?","Metadata.Publishers","Metadata.Sequel?","Metrics.Review Score","Metrics.Sales","Metrics.Used Price","Release.Console","Release.Rating","Release.Re-release?","Release.Year","Length.All PlayStyles.Average","Length.All PlayStyles.Leisure","Length.All PlayStyles.Median","Length.All PlayStyles.Polled","Length.All PlayStyles.Rushed","Length.Completionists.Average","Length.Completionists.Leisure","Length.Completionists.Median","Length.Completionists.Polled","Length.Completionists.Rushed","Length.Main + Extras.Average","Length.Main + Extras.Leisure","Length.Main + Extras.Median","Length.Main + Extras.Polled","Length.Main + Extras.Rushed","Length.Main Story.Average","Length.Main Story.Leisure","Length.Main Story.Median","Length.Main Story.Polled","Length.Main Story.Rushed"
"Mega Man Maverick Hunter X","True","1","True","True","Action","True","Capcom","True","79","0.25","17.95","Sony PSP","E","True","2005","6.766666666666667","14.116666666666667","5.683333333333334","18","3.466666666666667","7.45","11.266666666666667","7.666666666666667","5","4.116666666666666","8.05","14.75","7.0","8","5.25","4.066666666666666","4.433333333333334","4.0","5","3.5166666666666666"
"Metroid Prime Pinball","True","1","True","True","Action,Simulation","True","Nintendo","True","79","0.22","17.95","Nintendo DS","E","True","2005","5.566666666666666","8.633333333333333","5.0","7","3.283333333333333","8.666666666666666","10.416666666666666","9.0","3","6.916666666666667","5.0","5.0","5.0","1","5.0","2.6833333333333336","3.3666666666666667","2.7666666666666666","3","2.0166666666666666"
"NBA 06","True","1","True","True","Sports","True","Sony","True","72","0.22","9.95","Sony PSP","E","True","2005","4.0","4.0","4.0","1","4.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","4.0","4.0","4.0","1","4.0"
"GUN ","True","1","True","True","Action,Racing / Driving,Role-Playing (RPG)","True","Activision","True","75","0.22","19.95","X360","E","True","2005","8.85","14.833333333333334","8.0","83","5.95","13.183333333333334","17.233333333333334","13.25","19","10.1","8.55","10.533333333333333","8.516666666666667","36","6.633333333333333","6.3","10.083333333333334","6.0","28","4.816666666666666"
"NBA 2K6 ","True","1","True","True","Sports","True","2K","True","81","0.22","4.95","X360","E","True","2005","0.6166666666666667","0.7","0.5333333333333333","3","0.5333333333333333","0.6166666666666667","0.7","0.5333333333333333","3","0.5333333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Pinball Hall of Fame: The Gottlieb Collection","True","4","True","True","Action","True","","True","73","0.21","9.95","Sony PSP","T","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Harry Potter and the Goblet of Fire","True","1","True","True","Action","True","EA","True","68","0.21","17.95","Nintendo DS","T","True","2005","10.533333333333333","13.083333333333334","8.816666666666666","18","6.333333333333333","15.0","15.5","15.0","4","14.5","14.383333333333333","15.666666666666666","15.283333333333333","4","12.666666666666666","7.2","8.3","8.0","10","5.3"
"Tony Hawk's American Sk8land","True","1","True","True","Sports","True","Activision","True","84","0.21","16.95","Nintendo DS","E","True","2005","18.8","20.7","20.0","5","16.2","0.0","0.0","0.0","0","0.0","18.8","20.7","20.0","5","16.2","0.0","0.0","0.0","0","0.0"
"MVP Baseball","True","1","True","True","Sports","True","EA","True","67","0.21","4.95","Sony PSP","M","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Tiger Woods PGA Tour","True","1","True","True","Sports","True","EA","True","78","0.21","17.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"World Series of Poker","True","1","True","True","Sports,Strategy","True","Activision","True","37","0.21","14.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"SSX on Tour","True","1","True","True","Sports","True","EA","True","79","0.2","16.95","Sony PSP","E","True","2005","15.5","16.25","15.5","4","14.75","0.0","0.0","0.0","0","0.0","15.5","16.25","15.5","4","14.75","0.0","0.0","0.0","0","0.0"
"Tiger Woods PGA Tour 06","True","1","True","True","Sports","True","EA","True","80","0.2","9.95","Sony PSP","T","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Death Jr.","True","1","True","True","Action","True","Konami","True","61","0.19","9.95","Sony PSP","M","True","2005","3.533333333333333","3.533333333333333","3.533333333333333","1","3.533333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","3.533333333333333","3.533333333333333","3.533333333333333","1","3.533333333333333"
"Harry Potter and the Goblet of Fire","True","1","True","True","Action","True","EA","True","70","0.19","17.95","Sony PSP","T","True","2005","10.533333333333333","13.083333333333334","8.816666666666666","18","6.333333333333333","15.0","15.5","15.0","4","14.5","14.383333333333333","15.666666666666666","15.283333333333333","4","12.666666666666666","7.2","8.3","8.0","10","5.3"
"MediEvil Resurrection","True","1","True","True","Action","True","Sony","True","66","0.19","17.95","Sony PSP","T","True","2005","9.6","10.816666666666666","9.716666666666667","6","7.733333333333333","9.25","10.666666666666666","10.433333333333334","3","7.816666666666666","0.0","0.0","0.0","0","0.0","9.966666666666667","10.733333333333333","9.0","3","9.2"
"The Chronicles of Narnia: The Lion, the Witch a...","True","1","True","True","Action,Role-Playing (RPG)","True","","True","65","0.18","12.95","Nintendo DS","T","True","2005","4.35","5.75","2.6666666666666665","6","2.9","0.0","0.0","0.0","0","0.0","8.0","8.0","8.0","1","8.0","3.6166666666666667","5.516666666666667","2.45","5","2.6666666666666665"
"Shrek SuperSlam","True","1","True","True","Action","True","Activision","True","56","0.18","11.95","Nintendo DS","E","True","2005","1.2166666666666668","1.6666666666666665","1.5","5","0.9","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","1.2166666666666668","1.6666666666666665","1.5","5","0.9"
"Virtua Tennis: World Tour","True","1","True","True","Sports","True","Sega","True","84","0.18","14.95","Sony PSP","M","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Prince of Persia: Revelations","True","1","True","True","Action","True","Ubisoft","True","65","0.17","6.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Burnout Legends","True","1","True","True","Action,Racing / Driving","True","EA","True","38","0.16","17.95","Nintendo DS","E","True","2005","12.833333333333334","18.2","12.0","14","9.0","15.366666666666667","18.916666666666668","16.25","4","11.383333333333333","14.083333333333334","18.516666666666666","12.0","7","10.033333333333333","6.516666666666667","6.866666666666667","7.0","3","6.166666666666667"
"Meteos","True","1","True","True","Strategy","True","Nintendo","True","88","0.16","15.95","Nintendo DS","E","True","2005","17.266666666666666","26.583333333333332","14.1","13","10.333333333333334","23.75","30.616666666666667","23.75","2","16.866666666666667","20.416666666666668","25.4","21.216666666666665","7","13.9","8.516666666666667","11.05","7.5","4","6.5"
"Spyro: Shadow Legacy","True","1","True","True","Role-Playing (RPG)","True","","True","50","0.15","17.95","Nintendo DS","E","True","2005","4.0","5.116666666666666","4.5","4","2.6333333333333333","6.0","6.0","6.0","1","6.0","5.0","5.0","5.0","1","5.0","2.5166666666666666","3.25","2.5166666666666666","2","1.7666666666666666"
"The Con","True","1","True","True","Action","True","Sony","True","63","0.15","8.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Infected","True","1","True","True","Action","True","","True","74","0.15","17.95","Sony PSP","E","True","2005","6.666666666666667","7.0","6.666666666666667","2","6.333333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","6.666666666666667","7.0","6.666666666666667","2","6.333333333333333"
"Pursuit Force","True","1","True","True","Action,Racing / Driving","True","Sony","True","75","0.14","14.95","Sony PSP","M","True","2005","9.833333333333334","10.95","10.0","6","8.95","0.0","0.0","0.0","0","0.0","10.0","11.0","10.0","2","9.0","9.75","9.933333333333334","10.0","4","9.433333333333334"
"Kingdom of Paradise","True","2","True","True","Action,Role-Playing (RPG)","True","Sony","True","72","0.13","12.95","Sony PSP","E","True","2005","23.0","24.5","23.0","2","21.5","0.0","0.0","0.0","0","0.0","23.0","24.5","23.0","2","21.5","0.0","0.0","0.0","0","0.0"
"Dragon Ball Z: Supersonic Warriors 2","True","1","True","True","Action","True","Atari","True","66","0.13","22.95","Nintendo DS","E","True","2005","15.083333333333334","19.933333333333334","14.7","10","11.266666666666667","15.25","20.05","15.0","7","11.383333333333333","14.25","14.25","14.25","1","14.25","14.966666666666667","15.25","14.966666666666667","2","14.683333333333334"
"Dragon Quest Heroes: Rocket Slime","True","1","True","True","Action","True","SquareEnix","True","83","0.13","12.95","Nintendo DS","T","True","2005","15.1","23.616666666666667","13.366666666666667","39","11.616666666666667","22.616666666666667","25.4","25.0","5","19.483333333333334","16.283333333333335","24.316666666666666","15.0","13","12.816666666666666","12.583333333333334","14.183333333333334","12.166666666666666","21","10.683333333333334"
"Dead to Rights: Reckoning","True","1","True","True","Action","True","Namco","True","54","0.13","14.95","Sony PSP","E","True","2005","3.1","4.0","2.9166666666666665","3","2.2","5.0","5.0","5.0","1","5.0","0.0","0.0","0.0","0","0.0","2.15","2.533333333333333","2.15","2","1.7833333333333332"
"Amped 3","True","1","True","True","Sports","True","2K","True","72","0.13","14.95","X360","E","True","2005","8.566666666666666","9.883333333333333","9.0","9","6.383333333333334","9.0","9.0","9.0","2","9.0","10.033333333333333","10.65","10.583333333333334","4","9.15","6.333333333333333","7.416666666666667","6.666666666666667","3","5.25"
"Break 'em All","True","1","True","True","Action","True","","True","68","0.12","17.95","Nintendo DS","T","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Lunar: Dragon Song","True","1","True","True","Role-Playing (RPG)","True","Ubisoft","True","59","0.12","14.95","Nintendo DS","M","True","2005","25.633333333333333","34.766666666666666","24.666666666666668","7","22.033333333333335","29.616666666666667","35.766666666666666","24.716666666666665","4","25.916666666666668","0.0","0.0","0.0","0","0.0","20.316666666666666","21.116666666666667","19.85","3","19.5"
"Madden NFL 06","True","1","True","True","Sports","True","EA","True","66","0.12","9.95","Nintendo DS","E","True","2005","3.75","5.366666666666666","3.75","2","2.1166666666666667","3.75","5.366666666666666","3.75","2","2.1166666666666667","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Retro Atari Classics","True","1","True","True","Action,Racing / Driving,Simulation","True","Atari","True","51","0.12","12.95","Nintendo DS","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"True Swing Golf","True","1","True","True","Sports","True","Nintendo","True","66","0.12","14.95","Nintendo DS","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"FIFA Soccer","True","1","True","True","Sports","True","EA","True","73","0.12","14.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Metal Gear Ac!d 2","True","1","True","True","Strategy","True","Konami","True","80","0.12","12.95","Sony PSP","E","True","2005","14.833333333333334","19.95","15.0","15","12.583333333333334","0.0","0.0","0.0","0","0.0","17.616666666666667","20.9","16.0","5","14.6","13.45","14.9","14.2","10","12.033333333333333"
"ATV Quad Frenzy","True","1","True","True","Racing / Driving,Sports","True","","True","35","0.11","14.95","Nintendo DS","T","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Bomberman","True","1","True","True","Strategy","True","Ubisoft","True","75","0.11","17.95","Nintendo DS","E","True","2005","3.3333333333333335","4.133333333333334","3.2","7","2.6333333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","3.3333333333333335","4.133333333333334","3.2","7","2.6333333333333333"
"GoldenEye: Rogue Agent","True","1","True","True","Action","True","EA","True","58","0.11","14.95","Nintendo DS","T","True","2005","9.416666666666666","13.466666666666667","8.5","4","5.8","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","9.416666666666666","13.466666666666667","8.5","4","5.8"
"Need for Speed Underground 2","True","1","True","True","Racing / Driving","True","EA","True","65","0.11","22.95","Nintendo DS","T","True","2005","20.966666666666665","29.233333333333334","20.0","69","17.733333333333334","23.366666666666667","30.216666666666665","21.5","19","20.716666666666665","20.9","24.216666666666665","20.0","17","18.716666666666665","19.6","20.9","20.0","33","17.4"
"Frogger: Helmet Chaos","True","1","True","True","Action","True","Konami","True","66","0.11","19.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The Lord of the Rings: Tactics","True","1","True","True","Role-Playing (RPG),Strategy","True","EA","True","64","0.11","19.95","Sony PSP","M","True","2005","5.0","5.0","5.0","1","5.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","5.0","5.0","5.0","1","5.0"
"Rengoku: The Tower of Purgatory","True","1","True","True","Action,Role-Playing (RPG)","True","Konami","True","43","0.11","12.95","Sony PSP","E","True","2005","4.716666666666667","5.083333333333333","4.716666666666667","2","4.35","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","4.716666666666667","5.083333333333333","4.716666666666667","2","4.35"
"Gretzky NHL","True","2","True","True","Sports","True","Sony","True","61","0.1","9.95","Sony PSP","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Ridge Racer 6","True","2","True","True","Racing / Driving","True","EA,Namco","True","74","0.1","14.95","X360","E","True","2005","8.0","8.0","8.0","1","8.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.0","8.0","8.0","1","8.0"
"Ford Racing 3","True","1","True","True","Action,Racing / Driving","True","","True","49","0.1","14.95","Nintendo DS","E","True","2005","7.1","8.3","8.016666666666667","6","5.433333333333334","8.4","8.75","8.466666666666667","4","8.0","5.666666666666667","5.666666666666667","5.666666666666667","1","5.666666666666667","3.3333333333333335","3.3333333333333335","3.3333333333333335","1","3.3333333333333335"
"NHL 2K6 ","True","1","True","True","Sports","True","2K","True","75","0.1","5.95","X360","T","True","2005","2.5","3.0","2.5","2","2.0166666666666666","2.5","3.0","2.5","2","2.0166666666666666","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Bust-a-Move DS","True","1","True","True","Action,Strategy","True","","True","75","0.09","17.95","Nintendo DS","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Battles of Prince of Persia","True","1","True","True","Strategy","True","Ubisoft","True","64","0.09","14.95","Nintendo DS","E","True","2005","8.5","10.383333333333333","8.0","3","6.616666666666667","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.5","10.383333333333333","8.0","3","6.616666666666667"
